ANO4,PERIODO,AGLOMERADO_NOM,NIVEL_ED,media_ipcf,mediana_ipcf,q1_ipcf,q3_ipcf
2022,2022T4,Gran San Juan,4,52213.325358851675,46000.0,37000.0,63250.0
2022,2022T4,Gran San Juan,5,61514.97637795276,50000.0,39960.0,79825.0
2022,2022T4,Gran San Juan,6,85908.76086956522,75500.0,50000.0,110400.0
2022,2022T4,Gran San Juan,7,40256.0,40587.5,37143.75,43699.75
2022,2022T4,Partidos del GBA,1,24230.153846153848,14000.0,0.0,42000.0
2022,2022T4,Partidos del GBA,2,31129.816129032257,24250.0,0.0,50000.0
2022,2022T4,Partidos del GBA,3,24730.3125,8375.0,0.0,39062.5
2022,2022T4,Partidos del GBA,4,30270.83173076923,0.0,0.0,50000.0
2022,2022T4,Partidos del GBA,5,34507.27734375,0.0,0.0,53600.0
2022,2022T4,Partidos del GBA,6,46771.219761499146,0.0,0.0,70000.0
2022,2022T4,Partidos del GBA,7,23588.571428571428,25060.0,0.0,32500.0
2023,2023T1,Gran San Juan,1,53217.06140350877,50000.0,29135.0,70031.0
2023,2023T1,Gran San Juan,2,61651.65641025641,53825.0,39000.0,74375.0
2023,2023T1,Gran San Juan,3,48180.67474048443,40950.0,26060.0,60000.0
2023,2023T1,Gran San Juan,4,65869.12669683258,55150.0,41250.0,79500.0
2023,2023T1,Gran San Juan,5,85607.3,58781.0,41531.0,100050.0
2023,2023T1,Gran San Juan,6,101237.63414634146,82500.0,57215.0,127500.0
2023,2023T1,Gran San Juan,7,54354.4,48086.0,47786.0,65176.0
2023,2023T1,Partidos del GBA,1,25924.852941176472,8990.0,0.0,45250.0
2023,2023T1,Partidos del GBA,2,34358.5308988764,17250.0,0.0,59125.0
2023,2023T1,Partidos del GBA,3,27072.295008912657,0.0,0.0,43000.0
2023,2023T1,Partidos del GBA,4,36877.96204620462,0.0,0.0,57000.0
2023,2023T1,Partidos del GBA,5,48674.21100917431,0.0,0.0,62500.0
2023,2023T1,Partidos del GBA,6,73656.17153284671,0.0,0.0,100000.0
2023,2023T1,Partidos del GBA,7,50955.0,35250.0,0.0,71630.0
2023,2023T2,Gran San Juan,1,55940.882882882885,58000.0,32446.0,71875.0
2023,2023T2,Gran San Juan,2,68131.71098265896,66250.0,50945.0,76800.0
2023,2023T2,Gran San Juan,3,57917.67419354839,57500.0,33900.0,71187.5
2023,2023T2,Gran San Juan,4,74467.47029702971,64000.0,52075.0,88750.0
2023,2023T2,Gran San Juan,5,88763.52100840336,75000.0,61250.0,110750.0
2023,2023T2,Gran San Juan,6,147354.4214876033,112500.0,79555.0,175000.0
2023,2023T2,Gran San Juan,7,81888.33333333333,88665.0,71332.5,95832.5
2023,2023T2,Partidos del GBA,1,35404.88918918919,22500.0,0.0,61625.0
2023,2023T2,Partidos del GBA,2,39615.97325408618,25000.0,0.0,68000.0
2023,2023T2,Partidos del GBA,3,32788.76130198915,0.0,0.0,51375.0
2023,2023T2,Partidos del GBA,4,41047.734375,0.0,0.0,65000.0
2023,2023T2,Partidos del GBA,5,57651.288848263255,25000.0,0.0,98000.0
2023,2023T2,Partidos del GBA,6,85360.96684118673,0.0,0.0,127500.0
2023,2023T2,Partidos del GBA,7,33357.8125,20625.0,0.0,51000.0
2023,2023T3,Gran San Juan,1,76290.38636363637,72375.0,40000.0,98734.5
2023,2023T3,Gran San Juan,2,86414.42758620689,82000.0,48000.0,115400.0
2023,2023T3,Gran San Juan,3,74570.81102362205,67500.0,39000.0,103250.0
2023,2023T3,Gran San Juan,4,89204.14207650273,86000.0,45000.0,110000.0
2023,2023T3,Gran San Juan,5,102081.7627118644,95000.0,56000.0,126000.0
2023,2023T3,Gran San Juan,6,151083.39411764705,127500.0,86050.0,193500.0
2023,2023T3,Gran San Juan,7,116866.66666666667,91600.0,65300.0,155800.0
2023,2023T3,Partidos del GBA,1,49236.07619047619,23000.0,0.0,79381.25
2023,2023T3,Partidos del GBA,2,57223.64950166113,17715.0,0.0,90000.0
2023,2023T3,Partidos del GBA,3,48507.79886148008,23800.0,0.0,77562.5
2023,2023T3,Partidos del GBA,4,59546.23029772329,0.0,0.0,93800.0
2023,2023T3,Partidos del GBA,5,74837.2491749175,0.0,0.0,119212.5
2023,2023T3,Partidos del GBA,6,121999.1217838765,23000.0,0.0,190000.0
2023,2023T3,Partidos del GBA,7,85325.0,0.0,0.0,68750.0
2024,2024T4,Gran San Juan,1,247157.58024691357,200000.0,121400.0,300000.0
2024,2024T4,Gran San Juan,2,271811.0514285714,269000.0,140548.0,356134.0
2024,2024T4,Gran San Juan,3,234872.86912751678,205817.5,121400.0,316402.5
2024,2024T4,Gran San Juan,4,273069.75,256750.0,149150.0,350000.0
2024,2024T4,Gran San Juan,5,336652.0390625,281100.0,184560.0,428250.0
2024,2024T4,Gran San Juan,6,464225.99224806204,400000.0,175000.0,633816.0
2024,2024T4,Gran San Juan,7,171731.42857142858,134770.0,120800.0,238000.0
2024,2024T4,Partidos del GBA,1,172348.64,71250.0,0.0,292000.0
2024,2024T4,Partidos del GBA,2,157688.71979865772,0.0,0.0,300000.0
2024,2024T4,Partidos del GBA,3,174185.75131810195,0.0,0.0,275000.0
2024,2024T4,Partidos del GBA,4,215503.04588607594,0.0,0.0,320000.0
2024,2024T4,Partidos del GBA,5,272270.3270223752,70000.0,0.0,400000.0
2024,2024T4,Partidos del GBA,6,379864.75988700567,0.0,0.0,583125.0
2024,2024T4,Partidos del GBA,7,140986.48648648648,118000.0,0.0,280000.0
2025,2025T1,Gran San Juan,1,240949.0,201250.0,119076.0,349000.0
2025,2025T1,Gran San Juan,2,252660.8914728682,251750.0,0.0,399000.0
2025,2025T1,Gran San Juan,3,263786.9438202247,249160.0,133750.0,350000.0
2025,2025T1,Gran San Juan,4,300420.15736040607,285200.0,82000.0,448938.0
2025,2025T1,Gran San Juan,5,348735.59803921566,259600.0,7500.0,375000.0
2025,2025T1,Gran San Juan,6,601925.8591549295,319596.5,0.0,733300.0
2025,2025T1,Gran San Juan,7,291517.0,291517.0,291517.0,291517.0
2025,2025T1,Partidos del GBA,1,205214.55555555556,139200.0,0.0,348000.0
2025,2025T1,Partidos del GBA,2,205121.26382306477,0.0,0.0,350000.0
2025,2025T1,Partidos del GBA,3,236996.92011019285,107000.0,0.0,350000.0
2025,2025T1,Partidos del GBA,4,274434.8231810491,0.0,0.0,415000.0
2025,2025T1,Partidos del GBA,5,396086.30136986304,200000.0,0.0,525000.0
2025,2025T1,Partidos del GBA,6,554809.0468497577,237500.0,0.0,863750.0
2025,2025T1,Partidos del GBA,7,287058.82352941175,0.0,0.0,400000.0
2025,2025T2,Gran San Juan,1,240277.42307692306,201975.0,105012.5,349000.0
2025,2025T2,Gran San Juan,2,333000.3214285714,308300.0,152735.0,405000.0
2025,2025T2,Gran San Juan,3,255194.59607843138,244250.0,104800.0,348875.0
2025,2025T2,Gran San Juan,4,343867.88268156425,331500.0,180000.0,458500.0
2025,2025T2,Gran San Juan,5,341761.55395683454,314250.0,0.0,439800.0
2025,2025T2,Gran San Juan,6,537981.7051282051,355000.0,0.0,800000.0
2025,2025T2,Gran San Juan,7,677500.0,677500.0,523250.0,831750.0
2025,2025T2,Partidos del GBA,1,189994.10511363635,113625.0,0.0,347000.0
2025,2025T2,Partidos del GBA,2,200266.07830342578,0.0,0.0,347000.0
2025,2025T2,Partidos del GBA,3,235879.75765765767,125000.0,0.0,355000.0
2025,2025T2,Partidos del GBA,4,234240.69092465754,0.0,0.0,375000.0
2025,2025T2,Partidos del GBA,5,378593.64464285714,225000.0,0.0,597000.0
2025,2025T2,Partidos del GBA,6,528498.5061728396,207250.0,0.0,800000.0
2025,2025T2,Partidos del GBA,7,206318.18181818182,0.0,0.0,440500.0
