ANO4,PERIODO,AGLOMERADO_NOM,GRUPO_EDAD,tasa_actividad,tasa_empleo,tasa_desocupacion
2018,2018T3,Gran San Juan,Adultos (25-54),75.15708786115992,73.19867847171281,2.605754753383925
2018,2018T3,Gran San Juan,Jóvenes (15-24),16.22766227277968,15.80800122977595,2.5860844029744707
2018,2018T3,Gran San Juan,Mayores (55+),33.79627106768908,33.79627106768908,0.0
2018,2018T3,Partidos del GBA,Adultos (25-54),82.2404362785355,74.62439144833954,9.260705773011244
2018,2018T3,Partidos del GBA,Jóvenes (15-24),28.659416535115916,21.776822183296392,24.01512376703969
2018,2018T3,Partidos del GBA,Mayores (55+),37.12813925493577,34.67461421883187,6.608262857605308
2018,2018T4,Gran San Juan,Adultos (25-54),77.12096065605779,75.05233926692483,2.6823076003403874
2018,2018T4,Gran San Juan,Jóvenes (15-24),18.879740994125488,17.27267400125987,8.512124151309408
2018,2018T4,Gran San Juan,Mayores (55+),29.643506851144082,29.41318824373717,0.7769614052867156
2018,2018T4,Partidos del GBA,Adultos (25-54),80.99606296803609,73.29841810685056,9.503727192546748
2018,2018T4,Partidos del GBA,Jóvenes (15-24),30.59611646722097,23.190493882274644,24.204452852309903
2018,2018T4,Partidos del GBA,Mayores (55+),36.71335136522419,34.25082966667628,6.707428243340568
2019,2019T1,Gran San Juan,Adultos (25-54),76.84474779961083,74.3141742365431,3.2930989241668853
2019,2019T1,Gran San Juan,Jóvenes (15-24),21.581594989307376,21.04049498093593,2.5072290006347417
2019,2019T1,Gran San Juan,Mayores (55+),29.561046984230206,28.634368395382864,3.1347962382445136
2019,2019T1,Partidos del GBA,Adultos (25-54),80.69498094157802,72.9609489697552,9.584278825745255
2019,2019T1,Partidos del GBA,Jóvenes (15-24),29.65415147390488,20.727033677426622,30.104108034701188
2019,2019T1,Partidos del GBA,Mayores (55+),38.35964281333491,35.75209015747946,6.797645818925595
2019,2019T2,Gran San Juan,Adultos (25-54),75.87296188650465,73.55399583616763,3.056380023500166
2019,2019T2,Gran San Juan,Jóvenes (15-24),18.73619395805272,18.501443140273235,1.252926919442961
2019,2019T2,Gran San Juan,Mayores (55+),29.60391619587137,29.60391619587137,0.0
2019,2019T2,Partidos del GBA,Adultos (25-54),82.01810525573642,73.3495142778965,10.569118794942701
2019,2019T2,Partidos del GBA,Jóvenes (15-24),28.613706635860147,20.616662702592507,27.948297768753044
2019,2019T2,Partidos del GBA,Mayores (55+),38.46271684089587,35.2321952880101,8.399098707065045
2019,2019T3,Gran San Juan,Adultos (25-54),81.24670282132985,78.3900272215071,3.5160511142278326
2019,2019T3,Gran San Juan,Jóvenes (15-24),18.733466765574484,18.052542444049436,3.634801449437783
2019,2019T3,Gran San Juan,Mayores (55+),31.891970590376356,31.650934621015423,0.7557888863526846
2019,2019T3,Partidos del GBA,Adultos (25-54),79.83331897289123,71.95938450728907,9.862967701838741
2019,2019T3,Partidos del GBA,Jóvenes (15-24),28.002302920790278,19.274163760558665,31.16936198040845
2019,2019T3,Partidos del GBA,Mayores (55+),36.61314237384684,34.74380322014325,5.105650683069697
2019,2019T4,Gran San Juan,Adultos (25-54),80.62729296343625,78.34463498083186,2.8311231826170316
2019,2019T4,Gran San Juan,Jóvenes (15-24),23.94154006448615,21.436717683004098,10.462244177840509
2019,2019T4,Gran San Juan,Mayores (55+),33.90700080085424,33.861952749599574,0.1328576700701193
2019,2019T4,Partidos del GBA,Adultos (25-54),80.43934479620474,73.1947317376835,9.0063054054899
2019,2019T4,Partidos del GBA,Jóvenes (15-24),27.89449485650777,20.709947876446556,25.756146569490813
2019,2019T4,Partidos del GBA,Mayores (55+),38.1166050669022,35.775992670914334,6.140663345750834
2020,2020T1,Gran San Juan,Adultos (25-54),78.32743384141203,75.7976353873197,3.229773184213277
2020,2020T1,Gran San Juan,Jóvenes (15-24),19.80897461802695,18.422525141054138,6.999097649966653
2020,2020T1,Gran San Juan,Mayores (55+),29.258778694477765,29.000089765874275,0.8841412394711886
2020,2020T1,Partidos del GBA,Adultos (25-54),80.24566016620128,72.8673627087706,9.19463736998248
2020,2020T1,Partidos del GBA,Jóvenes (15-24),27.90422503292134,19.59376988502668,29.782067547441297
2020,2020T1,Partidos del GBA,Mayores (55+),38.6076463540029,34.82247168095719,9.804209866456302
2020,2020T2,Gran San Juan,Adultos (25-54),70.09728822490462,65.30167156197855,6.84137258996311
2020,2020T2,Gran San Juan,Jóvenes (15-24),15.544033607084737,13.691102448624303,11.920529801324504
2020,2020T2,Gran San Juan,Mayores (55+),27.99642777405671,27.563295378432684,1.547098791030017
2020,2020T2,Partidos del GBA,Adultos (25-54),66.62084695735633,58.45741849031755,12.253564522024414
2020,2020T2,Partidos del GBA,Jóvenes (15-24),16.173141815569007,10.7576505141905,33.48447298078664
2020,2020T2,Partidos del GBA,Mayores (55+),25.99232133450621,24.528970154693813,5.629936476161218
2020,2020T3,Gran San Juan,Adultos (25-54),77.26750515484606,71.23470478159005,7.807681070025647
2020,2020T3,Gran San Juan,Jóvenes (15-24),22.144589730352813,20.6199127341645,6.885099316599604
2020,2020T3,Gran San Juan,Mayores (55+),30.80248628376971,30.40488922841864,1.2907953328448227
2020,2020T3,Partidos del GBA,Adultos (25-54),70.66908771295212,62.851515771704534,11.06222281091481
2020,2020T3,Partidos del GBA,Jóvenes (15-24),20.82618646558606,13.095354185250233,37.12072919884075
2020,2020T3,Partidos del GBA,Mayores (55+),32.53053287639015,27.914356751671537,14.19028745166642
2020,2020T4,Gran San Juan,Adultos (25-54),80.81601224165497,76.74134599350643,5.041904611631336
2020,2020T4,Gran San Juan,Jóvenes (15-24),24.41589630079713,22.292869233106202,8.695265746281923
2020,2020T4,Gran San Juan,Mayores (55+),33.153519179228056,32.256440021168,2.7058338911487563
2020,2020T4,Partidos del GBA,Adultos (25-54),76.9461589874707,70.4011712409425,8.50593172245793
2020,2020T4,Partidos del GBA,Jóvenes (15-24),26.021190523609818,15.81941603167239,39.205640812940686
2020,2020T4,Partidos del GBA,Mayores (55+),37.717672467272656,33.463010547878746,11.280287570993805
2021,2021T1,Gran San Juan,Adultos (25-54),75.39555158790458,72.77816821151801,3.4715355498592366
2021,2021T1,Gran San Juan,Jóvenes (15-24),21.887650539152855,19.56882255389718,10.594229751191106
2021,2021T1,Gran San Juan,Mayores (55+),30.45070448324163,29.509562478828883,3.09070683382941
2021,2021T1,Partidos del GBA,Adultos (25-54),81.05989204732907,73.4912445608105,9.337105312328084
2021,2021T1,Partidos del GBA,Jóvenes (15-24),25.254498592271325,18.053325615669024,28.514416749521548
2021,2021T1,Partidos del GBA,Mayores (55+),39.58392682323011,36.747456430230656,7.16571250160773
2021,2021T2,Gran San Juan,Adultos (25-54),80.33386373221886,76.91614585330318,4.254392506637235
2021,2021T2,Gran San Juan,Jóvenes (15-24),18.713400054407746,16.26863107254843,13.064269319051263
2021,2021T2,Gran San Juan,Mayores (55+),32.02479338842975,31.421198888447798,1.8847725031694604
2021,2021T2,Partidos del GBA,Adultos (25-54),78.60699640220898,72.04655499214995,8.345874680786892
2021,2021T2,Partidos del GBA,Jóvenes (15-24),25.642729888789027,19.51872954772316,23.882013996268288
2021,2021T2,Partidos del GBA,Mayores (55+),34.18790011697268,31.770647532736746,7.070491536378033
2021,2021T3,Gran San Juan,Adultos (25-54),80.22995952937642,76.57539649004197,4.5551101618047225
2021,2021T3,Gran San Juan,Jóvenes (15-24),21.643127113586633,18.7454412837345,13.388480392156863
2021,2021T3,Gran San Juan,Mayores (55+),31.344773451182885,31.27399112498525,0.22581859239744073
2021,2021T3,Partidos del GBA,Adultos (25-54),81.04853272652946,74.58867576221732,7.970356460503382
2021,2021T3,Partidos del GBA,Jóvenes (15-24),24.24247573442119,18.167740071805788,25.058231383480617
2021,2021T3,Partidos del GBA,Mayores (55+),37.15852252818485,35.744397846960766,3.805653683220224
2021,2021T4,Gran San Juan,Adultos (25-54),81.18105664759061,77.25802438417517,4.8324478953821
2021,2021T4,Gran San Juan,Jóvenes (15-24),23.810974024527027,20.998016742555357,11.813701023209383
2021,2021T4,Gran San Juan,Mayores (55+),37.04876450209817,36.380582722606675,1.8035197353306072
2021,2021T4,Partidos del GBA,Adultos (25-54),82.97232751043451,77.58855423269308,6.488637162871401
2021,2021T4,Partidos del GBA,Jóvenes (15-24),25.41498599625347,19.792193108478404,22.12392675960532
2021,2021T4,Partidos del GBA,Mayores (55+),36.24342815295253,34.90313030274713,3.698043806863828
2022,2022T1,Gran San Juan,Adultos (25-54),79.8242586494781,77.06454110426014,3.4572416855586976
2022,2022T1,Gran San Juan,Jóvenes (15-24),23.684451568582553,21.683077627662012,8.450159528183313
2022,2022T1,Gran San Juan,Mayores (55+),32.43976384234881,31.488573302838503,2.932174673443734
2022,2022T1,Partidos del GBA,Adultos (25-54),80.74045520267407,75.82257236492637,6.090977348843117
2022,2022T1,Partidos del GBA,Jóvenes (15-24),23.95218615018772,18.611198851584206,22.298537866705978
2022,2022T1,Partidos del GBA,Mayores (55+),35.91522013228364,34.13848536716889,4.947024572230503
2022,2022T2,Gran San Juan,Adultos (25-54),79.83422325347348,77.4421551908902,2.9962940266713356
2022,2022T2,Gran San Juan,Jóvenes (15-24),24.370851716491142,22.782237813028797,6.518499730509496
2022,2022T2,Gran San Juan,Mayores (55+),34.19415113962876,34.19415113962876,0.0
2022,2022T2,Partidos del GBA,Adultos (25-54),83.14652297206301,77.53972255855639,6.74327706450273
2022,2022T2,Partidos del GBA,Jóvenes (15-24),24.61105828309467,19.503437464380124,20.753357128990142
2022,2022T2,Partidos del GBA,Mayores (55+),40.264390947560614,37.824324696572724,6.060109673994004
2022,2022T3,Gran San Juan,Adultos (25-54),78.79162684357489,76.6992747512228,2.6555513271810485
2022,2022T3,Gran San Juan,Jóvenes (15-24),18.821058020991764,17.193970515156533,8.645037404488539
2022,2022T3,Gran San Juan,Mayores (55+),30.871901082463733,30.677181522883973,0.6307339449541285
2022,2022T3,Partidos del GBA,Adultos (25-54),82.37495229170744,77.23031394405679,6.245391596018631
2022,2022T3,Partidos del GBA,Jóvenes (15-24),28.11724713423956,20.932483904633138,25.5528686549731
2022,2022T3,Partidos del GBA,Mayores (55+),38.58109739061351,36.21579088415799,6.130739316479318
2022,2022T4,Gran San Juan,Adultos (25-54),81.01053749462139,78.586730630144,2.991964921400884
2022,2022T4,Gran San Juan,Jóvenes (15-24),19.093695401107524,17.865497941899374,6.432476445271607
2022,2022T4,Gran San Juan,Mayores (55+),33.64188081903149,33.64188081903149,0.0
2022,2022T4,Partidos del GBA,Adultos (25-54),82.32486213568248,77.3325288526292,6.064186630310113
2022,2022T4,Partidos del GBA,Jóvenes (15-24),26.140148411009783,20.53325965410862,21.44933788723111
2022,2022T4,Partidos del GBA,Mayores (55+),38.04468433046437,36.71487693162106,3.495382922072141
2023,2023T1,Gran San Juan,Adultos (25-54),85.83199183766013,83.15927899331142,3.113888874213471
2023,2023T1,Gran San Juan,Jóvenes (15-24),24.322646887547123,23.605449474361727,2.9486815990927133
2023,2023T1,Gran San Juan,Mayores (55+),35.10329131652661,34.332983193277315,2.1944042691137597
2023,2023T1,Partidos del GBA,Adultos (25-54),83.64490497429836,78.01775980049317,6.72742132414908
2023,2023T1,Partidos del GBA,Jóvenes (15-24),27.145346320723263,21.440908758445758,21.014421753472465
2023,2023T1,Partidos del GBA,Mayores (55+),38.1650338851009,36.66592362274511,3.927967853687714
2023,2023T2,Gran San Juan,Adultos (25-54),81.4350049473363,79.68309305615921,2.151300773310017
2023,2023T2,Gran San Juan,Jóvenes (15-24),19.49602024722151,18.0809155265378,7.25842865743528
2023,2023T2,Gran San Juan,Mayores (55+),33.79400552462416,33.79400552462416,0.0
2023,2023T2,Partidos del GBA,Adultos (25-54),81.88733915680261,76.9189454334653,6.067352748907308
2023,2023T2,Partidos del GBA,Jóvenes (15-24),24.457708711422878,19.850510286033483,18.837408196122734
2023,2023T2,Partidos del GBA,Mayores (55+),38.13539467003224,36.58647313085099,4.061637627152784
2023,2023T3,Gran San Juan,Adultos (25-54),79.39064219453664,75.68490880404471,4.667720638172324
2023,2023T3,Gran San Juan,Jóvenes (15-24),19.200685738776386,17.76721617608792,7.465720663265306
2023,2023T3,Gran San Juan,Mayores (55+),32.789329953118155,32.45472593227764,1.0204661739624787
2023,2023T3,Partidos del GBA,Adultos (25-54),81.96190587857532,77.67147968100225,5.234658896206291
2023,2023T3,Partidos del GBA,Jóvenes (15-24),26.943948348768558,21.414486402886972,20.522092286946897
2023,2023T3,Partidos del GBA,Mayores (55+),38.270436084880714,37.657118614946015,1.602588140292984
2024,2024T4,Gran San Juan,Adultos (25-54),80.65661363626228,77.8944833215141,3.4245552723110353
2024,2024T4,Gran San Juan,Jóvenes (15-24),22.09439640394652,21.19614490876538,4.06551724137931
2024,2024T4,Gran San Juan,Mayores (55+),37.275141806238636,36.55626586679849,1.9285666119714984
2024,2024T4,Partidos del GBA,Adultos (25-54),83.79910606838068,78.80377240520869,5.961082280634063
2024,2024T4,Partidos del GBA,Jóvenes (15-24),26.509489361401062,21.11717824040536,20.341059940774024
2024,2024T4,Partidos del GBA,Mayores (55+),41.50698818160448,38.8952169499092,6.292365083845794
2025,2025T1,Gran San Juan,Adultos (25-54),83.14112840668149,78.57663358516645,5.4900563764157715
2025,2025T1,Gran San Juan,Jóvenes (15-24),21.883652655452128,20.93960011687607,4.313962360122075
2025,2025T1,Gran San Juan,Mayores (55+),35.65555211287747,35.35603911941591,0.8400178253119429
2025,2025T1,Partidos del GBA,Adultos (25-54),82.1598001684902,75.68913024016356,7.87571283651716
2025,2025T1,Partidos del GBA,Jóvenes (15-24),27.687787877349674,21.32048728725421,22.996783341092815
2025,2025T1,Partidos del GBA,Mayores (55+),40.882562862816116,38.760177740772114,5.191418965503184
2025,2025T2,Gran San Juan,Adultos (25-54),81.69920110492534,79.32616582394036,2.904600349686787
2025,2025T2,Gran San Juan,Jóvenes (15-24),20.77266563480214,19.51114276713192,6.072994625960239
2025,2025T2,Gran San Juan,Mayores (55+),36.457071808038236,35.93712154241147,1.426198649097553
2025,2025T2,Partidos del GBA,Adultos (25-54),82.29785588705101,75.68327270325909,8.037370004961053
2025,2025T2,Partidos del GBA,Jóvenes (15-24),26.31723571058209,20.690684071310294,21.37972126384601
2025,2025T2,Partidos del GBA,Mayores (55+),39.18344416334054,36.28143600439159,7.4062099973948525
