AGLOMERADO_NOM,GRUPO_EDAD,tasa_actividad,tasa_empleo,tasa_desocupacion
Gran San Juan,Adultos (25-54),72.81490187299455,69.03794492948288,5.187065897719034
Gran San Juan,Jóvenes (15-24),18.14638825189628,15.31272049744223,15.615601932014947
Gran San Juan,Mayores (55+),26.24204683904156,25.54826045756058,2.6437967500644826
Partidos del GBA,Adultos (25-54),79.87756950668347,73.52680967797593,7.950617260802064
Partidos del GBA,Jóvenes (15-24),29.30724458176421,21.733688942183885,25.84192320929687
Partidos del GBA,Mayores (55+),36.95085251146619,34.95133853110737,5.411279698454454
