AGLOMERADO_NOM,PERIODO,tasa_actividad,tasa_empleo,tasa_desocupacion
Gran San Juan,2025T1,52.492743406866815,50.12025211477857,4.519655743079117
Gran San Juan,2025T2,51.57234011165849,50.01340151135803,3.0228192029394227
Partidos del GBA,2025T1,55.938128728946545,50.53375689995369,9.661338253162274
Partidos del GBA,2025T2,55.31035652559052,49.88372192875437,9.811245013988284
