AGLOMERADO_NOM,PERIODO,media_ipcf,mediana_ipcf,q1_ipcf,q3_ipcf
Gran San Juan,2023T1,65307.8354186718,52900.0,35000.0,79500.0
Gran San Juan,2023T2,76716.32080924856,65270.0,42400.0,87700.0
Gran San Juan,2023T3,104384.90980834272,90000.0,53500.0,125000.0
Partidos del GBA,2023T1,81469.47183748845,58000.0,35000.0,94750.0
Partidos del GBA,2023T2,91867.42526124489,70000.0,42500.0,116250.0
Partidos del GBA,2023T3,131039.32601880877,97500.0,54400.0,160000.0
