AGLOMERADO_NOM,PERIODO,media_ipcf,mediana_ipcf,q1_ipcf,q3_ipcf
Gran San Juan,2016T2,4828.742268041237,3862.5,2460.0,5960.0
Gran San Juan,2016T3,5721.81008583691,4500.0,2800.0,7356.25
Gran San Juan,2016T4,4955.262349066959,4000.0,2625.0,6000.0
Partidos del GBA,2016T2,5941.8108552631575,4700.0,2700.0,7162.5
Partidos del GBA,2016T3,7133.915666015079,5180.0,3000.0,8600.0
Partidos del GBA,2016T4,6661.729316546763,5200.0,3144.0,8000.0
