AGLOMERADO_NOM,PERIODO,tasa_actividad,tasa_empleo,tasa_desocupacion
Gran San Juan,2021T1,48.53857106667715,46.41106947247045,4.383115422339402
Gran San Juan,2021T2,49.92704227192543,47.48459176339917,4.892039258451472
Gran San Juan,2021T3,51.16403730497691,48.59387257038264,5.023381402202707
Gran San Juan,2021T4,52.94008256778368,50.180603353030875,5.212457330831728
Partidos del GBA,2021T1,53.27136595553087,46.95214900427232,11.862314468402442
Partidos del GBA,2021T2,52.31615217971732,46.81005310476045,10.524663694765305
Partidos del GBA,2021T3,54.56444764329396,49.38267777897391,9.496604635668671
Partidos del GBA,2021T4,54.9002783514951,50.392043301291544,8.211679768433777
